Model,Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Fuel Type Factor,Aerodynamic Proxy,City_Hwy_Diff,Make_ALFA ROMEO,Make_ASTON MARTIN,Make_AUDI,Make_BENTLEY,Make_BMW,Make_BUICK,Make_CADILLAC,Make_CHEVROLET,Make_CHRYSLER,Make_DODGE,Make_FIAT,Make_FORD,Make_GENESIS,Make_GMC,Make_HONDA,Make_HYUNDAI,Make_INFINITI,Make_JAGUAR,Make_JEEP,Make_KIA,Make_LAMBORGHINI,Make_LAND ROVER,Make_LEXUS,Make_LINCOLN,Make_MAHINDRA,Make_MARUTI SUZUKI,Make_MASERATI,Make_MAZDA,Make_MERCEDES-BENZ,Make_MINI,Make_MITSUBISHI,Make_NISSAN,Make_PORSCHE,Make_RAM,Make_ROLLS-ROYCE,Make_SCION,Make_SMART,Make_SUBARU,Make_TOYOTA,Make_VOLKSWAGEN,Make_VOLVO,Vehicle Class_FULL-SIZE,Vehicle Class_MID-SIZE,Vehicle Class_MINICOMPACT,Vehicle Class_MINIVAN,Vehicle Class_PICKUP TRUCK - SMALL,Vehicle Class_PICKUP TRUCK - STANDARD,Vehicle Class_SPECIAL PURPOSE VEHICLE,Vehicle Class_STATION WAGON - MID-SIZE,Vehicle Class_STATION WAGON - SMALL,Vehicle Class_SUBCOMPACT,Vehicle Class_SUV - SMALL,Vehicle Class_SUV - STANDARD,Vehicle Class_TWO-SEATER,Vehicle Class_VAN - CARGO,Vehicle Class_VAN - PASSENGER,Transmission_A4,Transmission_A5,Transmission_A6,Transmission_A7,Transmission_A8,Transmission_A9,Transmission_AM5,Transmission_AM6,Transmission_AS10,Transmission_AS4,Transmission_AS5,Transmission_AS6,Transmission_AS7,Transmission_AS8,Transmission_AS9,Transmission_AV,Fuel Type_Electric,Fuel Type_Hybrid,Fuel Type_Petrol
Malibu Hybrid,-1.1023242583714428,-0.9610649245105555,-2.370862534719687,-1.688835152693516,-2.1645805536866938,3.9432932360000734,121,0.31728441213690983,-1.688835152693516,-2.904652678216853,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
Silverado,-0.4335951204603142,-0.9610649245105555,-0.28612411748443606,0.4754982569976201,-0.049638280978805745,-0.24884024179425282,261,0.31728441213690983,0.4754982569976201,-1.3614094998934327,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Silverado,0.7552566802705807,0.13662147215234835,0.6534762959173671,1.0165816094204037,0.7963386281043495,-0.8077913721668296,316,0.31728441213690983,1.0165816094204037,-0.01945891004698054,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Silverado,1.49828905572739,1.2343078688152522,0.8883763992678181,0.9714913300518385,0.9373347796182089,-0.9475291547599739,326,0.31728441213690983,0.9714913300518385,0.5844188553839232,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Silverado FFV,1.49828905572739,1.2343078688152522,0.8296513734302051,1.196942726894665,0.9725838174966736,-0.9475291547599739,329,0.31728441213690983,1.196942726894665,0.1147361489376642,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Silverado FFV,1.49828905572739,1.2343078688152522,2.4152270710457486,2.59474138732019,2.523541484149124,-1.646218067725695,306,-3.5094228558656875,2.59474138732019,1.657979327261086,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Silverado,1.49828905572739,1.2343078688152522,0.35985116672930356,0.43040797762905414,0.4085992114412369,-0.5283158069805413,290,0.31728441213690983,0.43040797762905414,0.18183367842998777,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Silverado 4WD,-0.4335951204603142,-0.9610649245105555,-0.10994903997159802,0.7009496538404467,0.1618559462919829,-0.388578024387397,275,0.31728441213690983,0.7009496538404467,-1.2943119704011103,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Silverado 4WD,0.7552566802705807,0.13662147215234835,0.8590138863490119,1.196942726894665,0.9725838174966736,-0.9475291547599739,329,0.31728441213690983,1.196942726894665,0.18183367842998777,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Silverado 4WD Trail Boss,0.7552566802705807,0.13662147215234835,1.0058264509430437,1.6478455205803184,1.2545761205243922,-1.087266937353118,347,0.31728441213690983,1.6478455205803184,-0.1536539690316253,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Silverado 4WD,1.49828905572739,1.2343078688152522,0.8883763992678181,1.1067621681575341,0.9725838174966736,-0.9475291547599739,329,0.31728441213690983,1.1067621681575341,0.3831262669069561,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Silverado 4WD FFV,1.49828905572739,1.2343078688152522,0.9471014251054312,1.467484403106057,1.1135799690105328,-0.9475291547599739,339,0.31728441213690983,1.467484403106057,-0.01945891004697935,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Silverado 4WD FFV,1.49828905572739,1.2343078688152522,2.6794896873150056,3.0907344603744096,2.840782825055308,-1.646218067725695,322,-3.5094228558656875,3.0907344603744096,1.5237842682764389,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Silverado 4WD Trail Boss,1.49828905572739,1.2343078688152522,1.064551476780656,1.6929357999488837,1.2898251584028568,-1.087266937353118,350,0.31728441213690983,1.6929357999488837,-0.08655643953930292,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Silverado 4WD,1.49828905572739,1.2343078688152522,0.5947512700797546,0.7009496538404467,0.6553424765904902,-0.6680535895736854,306,0.31728441213690983,0.7009496538404467,0.31602873741463255,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Silverado 4WD Trail Boss,1.49828905572739,1.2343078688152522,0.7122013217549801,1.1518524475261,0.8668367038612789,-0.8077913721668296,320,0.31728441213690983,1.1518524475261,-0.08655643953930292,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Silverado 4WD,2.1670181936385187,1.2343078688152522,0.6241137829985608,1.2420330062632303,0.8668367038612789,-0.8077913721668296,321,0.31728441213690983,1.2420330062632303,-0.422044087000916,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Silverado LD,1.49828905572739,1.2343078688152522,0.8002888605113988,0.7460399332090119,0.7963386281043495,-0.8077913721668296,317,0.31728441213690983,0.7460399332090119,0.7186139143685679,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
